,Date,Volume,Open,High,Low,Close,MAm,MAn,MAdelta,EMAm,EMAn,MACD,Signal,MACDdelta,Change,Gain,Loss,AveGain,AveLoss,RS,RSI,TradingVolRec,TradingVolActual,Fee,ContractHeld,CashBal,Asset
133,2011-07-18,3425,3054,3097,3026,3054,3217.13,3046.4,-170.73000000000002,3241.9920814872526,3066.5426151953407,-175.4494662919119,-175.86826133863838,0.4187950467264727,-21.0,0.0,21.0,11.85749597555333,15.136050066004964,0.7833943415782463,43.92715190993415,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
134,2011-07-19,1974,3053,3077,3019,3053,3214.05,3040.9,-173.1500000000001,3238.2496640320596,3065.252842319594,-172.9968217124656,-175.29397341340382,2.2971517009382296,-1.0,0.0,1.0,11.264621176775664,14.429247562704717,0.7806797359199337,43.841670131469165,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
135,2011-07-20,1918,3089,3113,3039,3089,3210.93,3037.35,-173.57999999999993,3235.2942251403356,3067.5144763843946,-167.779748755941,-173.79112848191124,6.011379725970244,36.0,36.0,0.0,12.501390117936882,13.70778518456948,0.9119919775230643,47.69852532041092,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
136,2011-07-21,1274,3103,3121,3087,3103,3208.07,3037.2,-170.87000000000035,3232.6745375137943,3070.894050062071,-161.78048745172327,-171.38900027587366,9.608512824150381,14.0,14.0,0.0,12.576320612040039,13.022395925341005,0.9657455267173283,49.128715471633946,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
137,2011-07-22,1508,3097,3109,3079,3097,3204.42,3038.45,-165.97000000000025,3229.9879130085706,3073.3803310085405,-156.6075820000301,-168.43271662070495,11.825134620674845,-6.0,0.0,6.0,11.947504581438036,12.671276129073956,0.9428809268882364,48.530041848646725,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
138,2011-07-25,1433,3059,3082,3043,3059,3200.22,3039.7,-160.51999999999998,3226.602013741074,3072.0107756743937,-154.5912380666805,-165.66442090990006,11.07318284321957,-38.0,0.0,38.0,11.350129352366135,13.937712322620257,0.8143466509884413,44.8837409623344,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
139,2011-07-26,1121,3070,3084,3053,3071,3195.87,3042.45,-153.42000000000007,3223.5207857462015,3071.9145113244513,-151.6062744217502,-162.8527916122701,11.24651719051991,12.0,12.0,0.0,11.382622884747828,13.240826706489244,0.8596610420986235,46.22675975017995,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
140,2011-07-27,2157,3090,3097,3082,3090,3191.22,3044.3,-146.91999999999962,3220.876809790831,3073.6369388173607,-147.23987097347026,-159.73020748451012,12.490336511039857,19.0,19.0,0.0,11.763491740510437,12.57878537116478,0.9351850272822607,48.325354635242185,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
141,2011-07-28,3257,3065,3085,3043,3065,3187.1,3044.5,-142.5999999999999,3217.7901402900225,3072.8143732157073,-144.97576707431517,-156.77931940247112,11.803552328155945,-25.0,0.0,25.0,11.175317153484915,13.19984610260654,0.8466248065784763,45.84714791886432,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
142,2011-07-29,1376,3056,3071,3039,3056,3183.12,3047.45,-135.67000000000007,3214.5863751357647,3071.2130043380207,-143.37337079774397,-154.09812968152568,10.724758883781703,-9.0,0.0,9.0,10.61655129581067,12.989853797476211,0.8172956725558644,44.97318102377974,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
143,2011-08-01,1537,3081,3092,3065,3081,3180.43,3050.7,-129.73000000000002,3211.941100380601,3072.1450991629713,-139.7960012176295,-151.23770398874643,11.441702771116923,25.0,25.0,0.0,11.335723731020135,12.340361107602401,0.9185893048167488,47.87837097343178,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
144,2011-08-02,1763,3073,3087,3063,3073,3178.06,3055.1,-122.96000000000004,3209.189791462173,3072.2265182903075,-136.9632731718657,-148.3828178253703,11.419544653504602,-8.0,0.0,8.0,10.768937544469129,12.123343052222282,0.888281185979895,47.04178554418711,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
145,2011-08-03,2387,3091,3098,3081,3091,3177.07,3060.45,-116.62000000000035,3206.849399552031,3074.0144689293256,-132.83493062270554,-145.27324038483735,12.438309762131809,18.0,18.0,0.0,11.130490667245672,11.517175899611168,0.9664253428326514,49.146302266452075,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
146,2011-08-04,1988,3063,3073,3050,3063,3175.54,3063.7,-111.84000000000015,3204.000896590605,3072.9654718884376,-131.03542470216735,-142.42567724830334,11.390252546135997,-28.0,0.0,28.0,10.573966133883388,12.341317104630608,0.8567939746006454,46.14372872385707,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
147,2011-08-05,6298,2992,3007,2969,2992,3173.43,3061.4,-112.02999999999975,3199.802859034355,3065.254474565729,-134.54838446862595,-140.85021869236786,6.301834223741906,-71.0,0.0,71.0,10.045267827189218,15.274251249399077,0.6576602455445677,39.674007222663164,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
148,2011-08-08,7547,2971,2988,2938,2971,3170.84,3058.6,-112.24000000000024,3195.2721093505065,3056.2778579404217,-138.99425141008487,-140.47902523591125,1.4847738258263803,-21.0,0.0,21.0,9.543004435829756,15.560538686929124,0.6132823951555028,38.0145718441556,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
149,2011-08-09,6560,2892,2934,2854,2891,3166.77,3053.6,-113.17000000000007,3189.2469190663383,3040.5371095651435,-148.70980950119474,-142.12518208896796,-6.58462741222678,-80.0,0.0,80.0,9.065854214038268,18.782511752582668,0.48267528504496626,32.55434887958815,-3.0,0.0,0.0,0.0,10000000.0,10000000.0
150,2011-08-10,3266,2886,2913,2861,2886,3162.31,3046.7,-115.61000000000013,3183.242029579876,3025.8192896065584,-157.42273997331768,-145.1846936658379,-12.238046307479777,-5.0,0.0,5.0,8.612561503336355,18.093386164953536,0.47600606237093884,32.24960076426248,-3.0,0.0,0.0,0.0,10000000.0,10000000.0
151,2011-08-11,4293,2905,2926,2874,2905,3158.96,3038.25,-120.71000000000004,3177.7322864198786,3014.31269059641,-163.41959582346863,-148.83167409736404,-14.587921726104582,19.0,19.0,0.0,9.131933428169537,17.18871685670586,0.531274876670441,34.69493849632205,-7.0,0.0,0.0,0.0,10000000.0,10000000.0
152,2011-08-12,3560,2938,2957,2929,2938,3156.04,3031.4,-124.63999999999987,3172.9851124313664,3007.0448153015136,-165.94029712985275,-152.2533987038618,-13.686898425990961,33.0,33.0,0.0,10.325336756761061,16.329281013870567,0.6323203543371211,38.737515749100844,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
153,2011-08-15,2762,2981,3006,2959,2981,3154.64,3027.75,-126.88999999999987,3169.1834270366858,3004.5643567013694,-164.61907033531634,-154.7265330301527,-9.892537305163643,43.0,43.0,0.0,11.959069918923008,15.51281696317704,0.7709154273727588,43.53202956261159,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
154,2011-08-16,9381,2975,3004,2952,2975,3152.71,3023.85,-128.86000000000013,3165.338210659722,3001.7487036821913,-163.58950697753062,-156.49912781962828,-7.090379157902333,-6.0,0.0,6.0,11.361116422976858,15.037176115018188,0.7555352372065449,43.03731541206618,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
155,2011-08-17,7633,2979,3001,2962,2979,3150.79,3018.35,-132.44000000000005,3161.6483451021036,2999.5821604743637,-162.06618462773986,-157.6125391812506,-4.453645446489247,4.0,4.0,0.0,10.993060601828015,14.28531730926728,0.7695356262542739,43.487998480325324,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
156,2011-08-18,9050,2991,3002,2969,2991,3149.2,3012.75,-136.44999999999982,3158.2691699515667,2998.7648118577576,-159.50435809380906,-157.9909029637623,-1.513455130046765,12.0,12.0,0.0,11.043407571736614,13.571051443803915,0.8137473811418393,44.86553031599952,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
157,2011-08-19,7968,2965,2982,2949,2965,3146.92,3006.15,-140.76999999999998,3154.442057675298,2995.549115490352,-158.89294218494615,-158.17131080799908,-0.721631376947073,-26.0,0.0,26.0,10.491237193149782,14.192498871613719,0.7392100072055109,42.50263074286482,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
158,2011-08-22,5809,2983,2995,2972,2983,3144.61,3002.35,-142.26000000000022,3151.0471654441044,2994.353961634128,-156.69320380997624,-157.87568940839452,1.1824855984182818,18.0,18.0,0.0,10.866675333492292,13.482873928033033,0.8059613544927354,44.627829520699606,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
159,2011-08-23,8190,3013,3029,2989,3013,3142.18,2999.45,-142.73000000000002,3148.3135582075874,2996.1297748118304,-152.18378339575702,-156.737308205867,4.553524810109991,30.0,30.0,0.0,11.823341566817678,12.808730231631381,0.923068981312428,47.999785253801214,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
160,2011-08-24,8514,3007,3019,2992,3007,3139.51,2995.3,-144.21000000000004,3145.515269926249,2997.1650343535607,-148.35023557268823,-155.05989367923127,6.709658106543031,-6.0,0.0,6.0,11.232174488476794,12.468293720049811,0.9008589900649149,47.392205038531046,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
161,2011-08-25,9550,2977,3002,2937,2977,3136.68,2990.9,-145.77999999999975,3142.1783338881055,2995.244554891317,-146.93377899678853,-153.43467074274272,6.500891745954192,-30.0,0.0,30.0,10.670565764052954,13.34487903404732,0.7996000366004604,44.43209715148412,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
162,2011-08-26,9430,2932,2955,2912,2931,3133.25,2984.65,-148.5999999999999,3137.996584702202,2989.1260258540487,-148.87055884815345,-152.52184836382486,3.651289515671408,-46.0,0.0,46.0,10.137037475850306,14.977635082344955,0.6768116208011667,40.36300872472435,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
163,2011-08-29,2262,2973,2983,2965,2972,3130.59,2979.2,-151.39000000000033,3134.7095236189903,2987.494975772711,-147.2145478462794,-151.46038826031577,4.2458404140363655,41.0,41.0,0.0,11.68018560205779,14.228753328227707,0.8208860841579183,45.08168255553136,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
164,2011-09-02,5059,3011,3028,2993,3011,3128.05,2976.1,-151.95000000000027,3132.2598300819805,2989.733549508643,-142.52628057333732,-149.67356672292007,7.147286149582754,39.0,39.0,0.0,13.0461763219549,13.517315661816323,0.9651454954779005,49.11318259634452,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
165,2011-09-05,5229,2995,3035,2969,2995,3124.81,2971.3,-153.50999999999976,3129.5418136447133,2990.2351162221057,-139.3066974226076,-147.60019286285757,8.293495440249956,-16.0,0.0,16.0,12.393867505857155,13.641449878725506,0.9085447379890303,47.6040576835696,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
166,2011-09-06,9342,2955,2973,2937,2955,3121.68,2965.9,-155.77999999999975,3126.0855401071944,2986.8793908676193,-139.2061492395751,-145.92138413820106,6.715234898625965,-40.0,0.0,40.0,11.774174130564298,14.959377384789232,0.7870764823766219,44.04268592522094,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
167,2011-09-07,7134,2990,3012,2954,2990,3119.33,2965.8,-153.52999999999975,3123.390776936755,2987.17659173737,-136.21418519938516,-143.97994435043788,7.76575915105272,35.0,35.0,0.0,12.935465424036085,14.211408515549769,0.9102169858731751,47.649926296572424,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
168,2011-09-08,10538,3002,3035,2974,3002,3117.16,2967.35,-149.80999999999995,3120.9869991756314,2988.5883449052394,-132.39865427039194,-141.6636863344287,9.265032064036745,12.0,12.0,0.0,12.888692152834281,13.500838089772282,0.9546586713456152,48.840172728899745,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
169,2011-09-09,6868,3004,3019,2992,3004,3115.58,2973.0,-142.57999999999993,3118.67042493453,2990.0561215809307,-128.6143033535991,-139.05380973826277,10.439506384663673,2.0,2.0,0.0,12.344257545192567,12.825796185283668,0.9624554582706047,49.04342945540071,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
170,2011-09-12,5423,3025,3035,3012,3025,3114.35,2979.95,-134.4000000000001,3116.8155650348363,2993.3841100017944,-123.43145503304186,-135.92933879721858,12.49788376417672,21.0,21.0,0.0,12.77704466793294,12.184506376019485,1.0486304716520678,51.18690198952403,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
171,2011-09-13,8688,2984,2999,2971,2984,3112.78,2983.9,-128.8800000000001,3114.1855538460277,2992.4903852397188,-121.69516860630893,-133.08250475903665,11.387336152727727,-41.0,0.0,41.0,12.138192434536291,13.62528105721851,0.89085813228826,47.113959375163176,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
172,2011-09-14,11216,2971,3025,2948,2971,3110.45,2985.55,-124.89999999999964,3111.3501963441263,2990.443681883555,-120.90651446057109,-130.64730669934355,9.740792238772457,-13.0,0.0,13.0,11.531282812809476,13.594017004357585,0.8482616145847914,45.89510531902443,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
173,2011-09-15,8145,3023,3046,2995,3023,3108.41,2987.65,-120.75999999999976,3109.6006875056287,2993.544283608931,-116.0564038966977,-127.72912613881438,11.672722242116677,52.0,52.0,0.0,13.554718672169003,12.914316154139707,1.0495885736717088,51.20972019235241,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
174,2011-09-19,1024,3005,3020,2994,3005,3105.91,2989.15,-116.75999999999976,3107.529386762943,2994.6353042176042,-112.89408254533873,-124.76211742011925,11.86803487478052,-18.0,0.0,18.0,12.876982738560553,13.16860034643272,0.9778550794920916,49.44017838471777,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
175,2011-09-20,747,3022,3035,2992,3022,3103.44,2991.3,-112.13999999999987,3105.8357355399144,2997.2414657206896,-108.59426981922479,-121.52854789994036,12.934278080715572,17.0,17.0,0.0,13.083133601632525,12.510170329111084,1.0457997978803022,51.1193616777105,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
176,2011-09-21,1471,3026,3038,3011,3026,3101.49,2993.05,-108.4399999999996,3104.2548298856586,2999.9803737472907,-104.2744561383679,-118.07772954762586,13.803273409257969,4.0,4.0,0.0,12.628976921550898,11.88466181265553,1.0626282111033882,51.518165289465465,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
177,2011-09-22,1196,2986,3009,2971,2986,3099.39,2994.1,-105.28999999999996,3101.9131500859426,2998.648909580882,-103.26424050506057,-115.11503173911281,11.850791234052238,-40.0,0.0,40.0,11.997528075473353,13.290428722022753,0.9027194175905692,47.443643515957326,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
178,2011-09-23,1297,2946,2962,2920,2946,3096.68,2992.25,-104.42999999999984,3098.82576097533,2993.634727716036,-105.19103325929382,-113.13023204314901,7.93919878385519,-40.0,0.0,40.0,11.397651671699686,14.625907285921617,0.7792782662222031,43.797436354729456,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
179,2011-09-26,3485,2884,2944,2836,2884,3093.9,2985.8,-108.09999999999991,3094.571785510472,2983.1933250764137,-111.37846043405852,-112.7798777213309,1.4014172872723805,-62.0,0.0,62.0,10.827769088114701,16.994611921625538,0.6371295289383121,38.91747828600308,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
180,2011-09-27,1667,2900,2920,2868,2900,3090.94,2980.45,-110.49000000000024,3090.7188788667004,2975.2701512596122,-115.44872760708813,-113.31364769848236,-2.135079908605775,16.0,16.0,0.0,11.086380633708966,16.14488132554426,0.6866808377320316,40.71196057787471,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
181,2011-09-28,2070,2876,2894,2857,2876,3088.07,2975.4,-112.67000000000007,3086.467019879241,2965.815851139649,-120.65116873959187,-114.78115190670425,-5.8700168328876146,-24.0,0.0,24.0,10.532061602023518,16.53763725926705,0.6368540703190088,38.90719899024911,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
182,2011-09-29,3061,2850,2870,2822,2850,3084.78,2971.35,-113.43000000000029,3081.7845046341076,2954.7857700787304,-126.99873455537727,-117.22466843643886,-9.774066118938407,-26.0,0.0,26.0,10.00545852192234,17.0107553963037,0.5881842568905815,37.035013685512475,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
183,2011-09-30,1488,2887,2897,2862,2887,3082.78,2967.1,-115.68000000000029,3077.927385730462,2948.3299824521846,-129.5974032782774,-119.69921540480657,-9.898187873470832,37.0,37.0,0.0,11.355185595826224,16.160217626488514,0.7026629132279585,41.26846880665472,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
184,2011-10-03,3778,2813,2827,2799,2813,3079.59,2957.2,-122.39000000000033,3072.6812988843144,2935.4414126948336,-137.23988618948079,-123.20734956174141,-14.032536627739375,-74.0,0.0,74.0,10.787426316034914,19.05220674516409,0.5662035091432662,36.15133702854407,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
185,2011-10-04,3031,2795,2832,2769,2795,3075.8,2947.2,-128.60000000000036,3067.1826593024466,2922.0660400572306,-145.11661924521604,-127.58920349843633,-17.52741574677971,-18.0,0.0,18.0,10.248055000233169,18.999596407905884,0.5393827732029546,35.038898875078004,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
186,2011-10-05,3958,2779,2791,2751,2779,3071.84,2938.4,-133.44000000000005,3061.476071989527,2908.440702908923,-153.03536908060414,-132.6784366148699,-20.356932465734246,-16.0,0.0,16.0,9.73565225022151,18.84961658751059,0.5164907309930206,34.058284725209944,-5.0,0.0,0.0,0.0,10000000.0,10000000.0
187,2011-10-06,4824,2761,2780,2724,2761,3067.92,2926.95,-140.97000000000025,3055.526050762012,2894.3987312033114,-161.1273195587005,-138.368213203636,-22.75910635506449,-18.0,0.0,18.0,9.248869637710433,18.807135758135058,0.49177449222749503,32.96573944585853,-3.0,0.0,0.0,0.0,10000000.0,10000000.0
188,2011-10-07,2631,2759,2775,2741,2759,3063.8,2914.8,-149.0,3049.6542477766257,2881.503613945853,-168.15063383077268,-144.32469732906333,-23.82593650170935,-2.0,0.0,2.0,8.78642615582491,17.966778970228305,0.4890373600289947,32.8425178008611,-3.0,0.0,0.0,0.0,10000000.0,10000000.0
189,2011-10-10,2524,2767,2785,2748,2767,3059.49,2902.95,-156.53999999999996,3044.0571339592666,2870.598507855772,-173.45862610349468,-150.15148308394959,-23.307143019545094,8.0,8.0,0.0,8.747104848033665,17.06844002171689,0.5124724249494599,33.883092114329585,-4.0,0.0,0.0,0.0,10000000.0,10000000.0
190,2011-10-11,3577,2769,2801,2753,2769,3054.74,2890.15,-164.5899999999997,3038.610458039281,2860.9224594885554,-177.68799855072575,-155.65878617730482,-22.029212373420933,2.0,2.0,0.0,8.409749605631982,16.215018020631042,0.5186395472969507,34.15158970541002,-5.0,0.0,0.0,0.0,10000000.0,10000000.0
191,2011-10-12,4700,2835,2855,2821,2835,3050.33,2882.7,-167.6300000000001,3034.5785677810777,2858.4536538229786,-176.1249139580991,-159.7520117334637,-16.372902224635425,66.0,66.0,0.0,11.289262125350382,15.40426711959949,0.732865902525579,42.29213013294669,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
192,2011-10-13,2415,2830,2845,2812,2830,3045.46,2875.65,-169.80999999999995,3030.5275070329376,2855.743782030314,-174.78372500262367,-162.7583543872957,-12.025370615327972,-5.0,0.0,5.0,10.724799019082862,14.884053763619516,0.7205563208389538,41.87926382366874,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
193,2011-10-14,3830,2852,2885,2836,2853,3040.96,2867.15,-173.80999999999995,3027.0121108540675,2855.4824694559984,-171.5296413980691,-164.51261178945037,-7.017029608618714,23.0,23.0,0.0,11.33855906812872,14.13985107543854,0.801886738950471,44.502616153196115,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
194,2011-10-17,13031,2890,2913,2843,2890,3036.71,2861.4,-175.30999999999995,3024.2989997480463,2858.769853317332,-165.52914643071426,-164.71591871770315,-0.8132277130111163,37.0,37.0,0.0,12.621631114722284,13.432858521666612,0.9396087284299277,48.44320994526154,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
195,2011-10-18,13230,2809,2826,2784,2809,3031.65,2850.75,-180.9000000000001,3020.035653218382,2854.02986728711,-166.00578593127193,-164.9738921604169,-1.0318937708550209,-81.0,0.0,81.0,11.99054955898617,16.81121559558328,0.7132470279029901,41.63130104921312,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
196,2011-10-19,11101,2832,2861,2817,2832,3026.42,2841.05,-185.3699999999999,3016.3121749368297,2851.9317846883378,-164.38039024849195,-164.85519177803192,0.4748015295399739,23.0,23.0,0.0,12.541022081036862,15.970654815804116,0.7852540941919687,43.985564673771876,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
197,2011-10-20,12548,2815,2847,2789,2815,3020.94,2832.5,-188.44000000000005,3012.3257952351105,2848.414471860877,-163.9113233742337,-164.66641809727227,0.7550947230385816,-17.0,0.0,17.0,11.91397097698502,16.02212207501391,0.7435950694424275,42.64723400945477,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
198,2011-10-21,9961,2847,2870,2834,2847,3015.8,2827.55,-188.25,3009.052017111643,2848.279760255079,-160.77225685656413,-163.88758584913063,3.1153289925665035,32.0,32.0,0.0,12.91827242813577,15.221015971263217,0.8487128883200076,45.90831240924943,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
199,2011-10-24,11337,2868,2886,2842,2868,3011.13,2826.75,-184.3800000000001,3006.2589078619076,2850.157878326024,-156.10102953588375,-162.33027458648127,6.2292450505975125,21.0,21.0,0.0,13.322358806728982,14.459965172700056,0.9213271710972833,47.95264361827075,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
200,2011-10-25,10502,2898,2918,2863,2898,3007.06,2826.65,-180.40999999999985,3004.115167112167,2854.7142708664023,-149.40089624576467,-159.74439891833794,10.343502672573265,30.0,30.0,0.0,14.156240866392533,13.736966914065054,1.0305215812886752,50.751569980096065,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
201,2011-10-27,12548,2954,2974,2924,2954,3003.5,2830.55,-172.94999999999982,3003.1227875653913,2864.170054593412,-138.95273297197946,-155.58606572906623,16.633332757086777,56.0,56.0,0.0,16.248428823072906,13.050118568361802,1.2450790188577263,55.458137927421824,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
202,2011-10-28,11948,2939,2966,2925,2939,2999.11,2835.0,-164.11000000000013,3001.8530293957797,2871.296716060706,-130.5563133350738,-150.58011525026774,20.02380191519393,-15.0,0.0,15.0,15.436007381919262,13.147612639943713,1.1740540130474475,54.00298272266635,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
203,2011-10-31,8058,2907,2921,2899,2907,2994.69,2836.0,-158.69000000000005,2999.974751585962,2874.697028816829,-125.2777227691331,-145.51963675404082,20.24191398490771,-32.0,0.0,32.0,14.6642070128233,14.090232007946526,1.0407356674150623,50.998063298091445,-7.0,0.0,0.0,0.0,10000000.0,10000000.0
204,2011-11-01,8878,2904,2925,2881,2904,2990.63,2840.55,-150.07999999999993,2998.074261455547,2877.487787977131,-120.58647347841588,-140.53300409891582,19.946530620499942,-3.0,0.0,3.0,13.930996662182135,13.535720407549201,1.0292024541532698,50.71955496834482,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
205,2011-11-02,11335,2912,2933,2889,2912,2986.98,2846.4,-140.57999999999993,2996.3698206346453,2880.7746653126424,-115.59515532200294,-135.54543434353326,19.95027902153032,8.0,8.0,0.0,13.634446829073028,12.85893438717174,1.0603092308080326,51.46359657827625,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
206,2011-11-03,8876,2918,2945,2901,2918,2983.54,2853.35,-130.19000000000005,2994.8179429983156,2884.319935282867,-110.4980077154487,-130.53594901791635,20.037941302467658,6.0,6.0,0.0,13.252724487619378,12.215987667813152,1.0848672123775824,52.03531457240386,-8.0,0.0,0.0,0.0,10000000.0,10000000.0
207,2011-11-04,6679,2971,2987,2955,2971,2981.23,2863.85,-117.38000000000011,2994.3463005627054,2892.5751795416413,-101.77112102106412,-124.78298341854591,23.011862397481792,53.0,53.0,0.0,15.240088263238409,11.605188284422495,1.313213356796201,56.770092258804894,-3.0,0.0,0.0,0.0,10000000.0,10000000.0
208,2011-11-08,11405,2990,3015,2951,2991,2979.27,2875.45,-103.82000000000016,2994.2800371852263,2901.948971966247,-92.33106521897935,-118.29259977863259,25.961534559653245,20.0,20.0,0.0,15.478083850076487,11.02492887020137,1.403916889832395,58.401224092663135,-1.0,0.0,0.0,0.0,10000000.0,10000000.0
209,2011-11-09,9764,3011,3035,2994,3011,2977.31,2887.65,-89.65999999999985,2994.611125557796,2912.334784159938,-82.27634139785823,-111.08934810247771,28.813006704619482,20.0,20.0,0.0,15.704179657572663,10.473682426691301,1.4993942930283888,59.99030633984721,0.0,0.0,0.0,0.0,10000000.0,10000000.0
210,2011-11-10,12406,3018,3097,2968,3018,2975.35,2900.1,-75.25,2995.074271586355,2922.398138049468,-72.67613353688694,-103.40670518935956,30.73057165247262,7.0,7.0,0.0,15.268970674694028,9.949998305356736,1.5345701784163863,60.5455785554612,0.0,0.0,0.0,0.0,10000000.0,10000000.0
211,2011-11-11,9897,3098,3127,3067,3098,2974.55,2913.25,-61.30000000000018,2997.1124048222687,2939.1221249018995,-57.990279920369176,-94.32342013556148,36.3331402151923,80.0,80.0,0.0,18.505522140959325,9.4524983900889,1.9577387244374111,66.19038755053629,0.0,0.0,0.0,0.0,10000000.0,10000000.0
212,2011-11-14,6819,3141,3165,3129,3141,2974.59,2928.8,-45.789999999999964,2999.961664132719,2958.3485891969567,-41.61307493576214,-83.78135109560161,42.168276159839465,43.0,43.0,0.0,19.73024603391136,8.979873470584455,2.1971630333703596,68.72227066425737,-1.0,0.0,0.0,0.0,10000000.0,10000000.0
213,2011-11-15,12853,3153,3176,3130,3153,2974.55,2943.8,-30.75,3002.9921262291004,2976.8868187972466,-26.105307431853817,-72.24614236285205,46.14083493099824,12.0,12.0,0.0,19.343733732215792,8.530879797055231,2.267495755700724,69.3955226030417,-1.0,0.0,0.0,0.0,10000000.0,10000000.0
214,2011-11-16,2938,3157,3215,3125,3157,2974.49,2957.15,-17.33999999999969,3006.041787095851,2994.0404551022707,-12.001331993580152,-60.19718028899767,48.19584829541752,4.0,4.0,0.0,18.576547045605004,8.104335807202471,2.2921739038868165,69.62493388276431,1.0,0.0,0.0,0.0,10000000.0,10000000.0
215,2011-11-17,1520,3206,3226,3176,3206,2974.95,2977.0,2.050000000000182,3010.00135566821,3014.227078425864,4.225722757653784,-47.31259967966738,51.53832243732116,49.0,49.0,0.0,20.097719693324755,7.699119016842348,2.61039213049696,72.30217760688635,0.0,0.0,0.0,0.0,10000000.0,10000000.0
216,2011-11-18,2668,3192,3230,3142,3192,2975.81,2995.0,19.190000000000055,3013.6052892193347,3031.157832861496,17.552543642161254,-34.33957101530165,51.892114657462905,-14.0,0.0,14.0,19.092833708658517,8.014163066000231,2.382386476469278,70.43507573848109,1.0,0.0,0.0,0.0,10000000.0,10000000.0
217,2011-11-21,1367,3182,3216,3153,3182,2976.91,3013.35,36.440000000000055,3016.9398379476647,3045.5237535413535,28.583915593688744,-21.75487369350357,50.33878928719231,-10.0,0.0,10.0,18.138192023225592,8.113454912700218,2.2355694606539775,69.09353941677152,8.0,8.0,51.456,8.0,9356748.544,9987348.544
218,2011-11-22,2093,3134,3175,3110,3134,2977.91,3027.7,49.789999999999964,3019.257860958602,3053.9500627278912,34.69220176928911,-10.465458600945032,45.15766037023415,-48.0,0.0,48.0,17.231282422064314,10.107782167065206,1.7047540337988325,63.02806142429528,8.0,8.0,50.800000000000004,16.0,8721697.743999999,9965697.743999999
